epoch,step,train_loss,val_loss
0,49,13009.76953125,
0,99,12945.4443359375,
0,149,11279.958984375,
0,199,10461.9306640625,
0,249,10313.9921875,
0,299,9533.5556640625,
0,349,9896.029296875,
0,399,9528.9853515625,
0,449,9135.9931640625,
0,499,8874.30078125,
0,549,9036.3349609375,
0,599,8005.5830078125,
0,649,8154.48779296875,
0,699,8589.9794921875,
0,749,7965.77783203125,
0,799,8003.7666015625,
0,849,8159.1240234375,
0,859,,8028.96142578125
1,899,7895.2255859375,
1,949,7720.62060546875,
1,999,7398.255859375,
1,1049,8136.0166015625,
1,1099,8085.62939453125,
1,1149,7476.4365234375,
1,1199,8096.068359375,
1,1249,7549.30419921875,
1,1299,7479.87451171875,
1,1349,7742.697265625,
1,1399,7674.31103515625,
1,1449,6796.232421875,
1,1499,7733.5283203125,
1,1549,7263.2412109375,
1,1599,6778.626953125,
1,1649,7538.30322265625,
1,1699,7173.55224609375,
1,1719,,7194.9736328125
